wave number,-1_1,-1_2,-1_3,-1_4,-1_5,-1_6,-1_7,-1_8,-1_9,-1_10,-1_11,-1_12,-1_13,-1_14,-1_15,-1_16,-1_17,-1_18,-2_1,-2_2,-2_3,-2_4,-2_5,-2_6,-2_7,-2_8,-3_1,-3_2,-3_3,-3_4,-3_5,-3_6,-4_1,-4_2,-4_3,-4_4,-4_5,-4_6,-5_1,-5_2,-5_3,-5_4,-5_5,-6_1,-6_2,-6_3,-6_4,-6_5, 
601.052,64543.0,64543.0,1892.0,17752.0,19008.0,15785.0,30215.0,53603.0,22300.0,18682.0,64543.0,36234.0,35311.0,9217.0,46494.0,64543.0,64543.0,64543.0,64543.0,64543.0,29857.0,64543.0,11939.0,64543.0,26490.0,10453.0,28656.0,29974.0,56000.5,25624.0,20189.0,49871.0,2829.0,2872.0,3150.0,3718.0,1106.0,3663.0,1283.0,1018.0,2334.0,1157.0,2465.0,616.0,633.0,677.0,514.0,672.0,
602.789,64543.0,64543.0,1910.0,18171.0,19322.0,16255.0,31196.0,55315.0,22751.0,18980.0,64543.0,37225.0,35896.0,9389.0,47660.0,64543.0,64543.0,64543.0,64543.0,64543.0,30111.0,64543.0,12291.0,64543.0,27127.0,10717.0,29192.0,30271.0,56233.5,25966.0,20580.0,50346.0,3025.0,3016.0,3271.0,4030.0,1144.0,3781.0,1301.0,1059.0,2385.0,1205.0,2517.0,604.0,664.0,686.0,481.0,668.0,
604.524,64543.0,64543.0,2023.0,19352.0,20654.0,17247.0,33089.0,58676.0,23917.0,20318.0,64543.0,39083.0,37471.0,9574.0,49943.0,64543.0,64543.0,64543.0,64543.0,64543.0,31545.0,64543.0,13051.0,64543.0,28765.0,11464.0,30852.0,31472.0,56967.5,27041.0,21178.0,51786.5,3384.0,3316.0,3511.0,4633.0,1230.0,3945.0,1373.0,1108.0,2539.0,1206.0,2646.0,612.0,658.0,695.0,530.0,691.0,
606.26,64543.0,64543.0,2214.0,21750.0,23368.0,19550.0,37035.0,62397.5,26137.0,22669.0,64543.0,43038.0,41288.0,10229.0,54517.0,64543.0,64543.0,64543.0,64543.0,64543.0,34345.0,64543.0,14830.0,64543.0,32384.0,12908.0,34166.0,33920.0,58658.5,29443.0,23341.0,53219.5,4400.0,3833.0,4097.0,6114.0,1437.0,4566.0,1566.0,1224.0,2938.0,1349.0,3046.0,627.0,670.0,720.0,515.0,680.0,
607.997,64543.0,64543.0,2701.0,26318.0,28342.0,23578.0,44049.0,64543.0,30182.0,27499.0,64543.0,51170.0,48327.0,11333.0,61548.5,64543.0,64543.0,64543.0,64543.0,64543.0,39331.0,64543.0,17563.0,64543.0,39783.0,15677.0,41142.0,38717.0,62110.5,34146.0,27005.0,55678.5,6196.0,4859.0,5170.0,8238.0,1849.0,5573.0,1873.0,1428.0,3526.0,1643.0,3604.0,652.0,676.0,775.0,536.0,696.0,
609.731,64543.0,64543.0,3112.0,31677.0,34061.0,28480.0,53052.0,64543.0,36836.0,34078.0,64543.0,61866.5,58545.0,12934.0,64543.0,64543.0,64543.0,64543.0,64543.0,64543.0,45247.0,64543.0,20655.0,64543.0,50770.0,18559.0,50299.0,44925.0,64543.0,39956.0,31402.0,59152.5,8038.0,5980.0,6421.0,10017.0,2249.0,6903.0,2296.0,1756.0,4439.0,1990.0,4349.0,653.0,739.0,837.0,539.0,733.0,
611.466,64543.0,64543.0,3162.0,32209.0,33655.0,28984.0,54131.0,64543.0,38997.0,35753.0,64543.0,64141.5,59539.0,13487.0,64543.0,64543.0,64543.0,64543.0,64543.0,64543.0,45453.0,64543.0,21001.0,64543.0,53539.0,18014.0,50939.0,44793.0,64543.0,40130.0,31342.0,59594.5,7090.0,5777.0,6480.0,9142.0,2235.0,6819.0,2336.0,1787.0,4369.0,1981.0,4194.0,637.0,716.0,843.0,564.0,718.0,
613.202,64543.0,64543.0,2604.0,26274.0,27210.0,23427.0,45017.0,64543.0,32979.0,28997.0,61131.5,56887.0,49046.0,11730.0,62432.5,64543.0,64543.0,64543.0,64543.0,64543.0,38655.0,64543.0,17408.0,64543.0,43028.0,14738.0,40606.0,38038.0,60858.5,33498.0,26165.0,55806.5,4847.0,4309.0,4939.0,6440.0,1714.0,5369.0,1812.0,1458.0,3341.0,1605.0,3284.0,642.0,684.0,777.0,517.0,674.0,
614.935,64543.0,64543.0,2191.0,21263.0,22160.0,18837.0,36422.0,62044.5,26741.0,22990.0,60845.5,45180.0,40729.0,10232.0,54364.0,64543.0,64543.0,64543.0,64543.0,64543.0,33230.0,64543.0,14102.0,64543.0,33437.0,12130.0,33031.0,32938.0,57903.5,28732.0,22534.0,52912.5,3589.0,3425.0,3806.0,4766.0,1356.0,4352.0,1454.0,1196.0,2688.0,1323.0,2822.0,624.0,646.0,718.0,520.0,659.0,
616.67,64543.0,64543.0,2011.0,18923.0,19899.0,16839.0,32392.0,56970.0,24165.0,20232.0,61699.5,39734.0,37496.0,9682.0,49568.0,64543.0,64543.0,64543.0,64543.0,64543.0,30985.0,64543.0,12651.0,64543.0,28750.0,11089.0,29970.0,30827.0,56774.5,26533.0,21202.0,51406.0,3035.0,3048.0,3356.0,4110.0,1195.0,3918.0,1343.0,1105.0,2405.0,1191.0,2552.0,619.0,657.0,695.0,509.0,674.0,
618.404,64543.0,64543.0,1907.0,17842.0,19078.0,15853.0,30452.0,53309.0,22828.0,18971.0,62938.5,37213.0,35662.0,9417.0,47245.0,64543.0,64543.0,64543.0,64543.0,64543.0,29975.0,64543.0,11931.0,64543.0,26550.0,10521.0,28907.0,29945.0,56085.5,25675.0,20489.0,50269.0,2863.0,2866.0,3190.0,3786.0,1116.0,3749.0,1269.0,1040.0,2331.0,1174.0,2445.0,617.0,654.0,693.0,515.0,675.0,
620.136,64543.0,64543.0,1901.0,17390.0,18398.0,15254.0,29571.0,51834.0,22168.0,18565.0,64530.5,35986.0,34941.0,9327.0,45873.0,64543.0,64543.0,64543.0,64543.0,64543.0,29531.0,64543.0,11636.0,64543.0,25771.0,10290.0,28076.0,29507.0,55870.5,25348.0,20156.0,49737.0,2715.0,2790.0,3093.0,3650.0,1101.0,3652.0,1268.0,1024.0,2279.0,1143.0,2454.0,609.0,662.0,666.0,508.0,669.0,
621.87,64543.0,64543.0,1853.0,17126.0,18194.0,15034.0,29073.0,50849.0,21798.0,18308.0,64543.0,35335.0,34496.0,9299.0,45578.0,64543.0,64543.0,64543.0,64543.0,64543.0,29153.0,64543.0,11400.0,64543.0,25360.0,10184.0,27916.0,29397.0,55779.5,25136.0,19994.0,49529.0,2700.0,2746.0,3037.0,3602.0,1046.0,3519.0,1257.0,986.0,2251.0,1134.0,2403.0,574.0,641.0,671.0,499.0,661.0,
623.6030000000001,64543.0,64543.0,1885.0,16994.0,18015.0,14853.0,28890.0,50340.0,21728.0,18132.0,64543.0,35122.0,34304.0,9223.0,45310.0,64543.0,64543.0,64543.0,64543.0,64543.0,29199.0,64543.0,11445.0,64543.0,25120.0,10179.0,27749.0,29346.0,55701.5,24967.0,19836.0,49104.0,2667.0,2712.0,3033.0,3642.0,1047.0,3563.0,1257.0,973.0,2239.0,1132.0,2409.0,614.0,657.0,661.0,493.0,667.0,
625.3340000000001,64543.0,64543.0,1858.0,17050.0,17968.0,14806.0,28757.0,50385.0,21612.0,18038.0,64543.0,35013.0,34215.0,9230.0,45287.0,64543.0,64543.0,64543.0,64543.0,64543.0,29078.0,64543.0,11384.0,64543.0,24838.0,10194.0,27721.0,29264.0,55693.5,24938.0,19722.0,49112.0,2668.0,2787.0,3063.0,3492.0,1083.0,3578.0,1253.0,1004.0,2220.0,1127.0,2356.0,607.0,633.0,672.0,510.0,664.0,
627.067,64543.0,64543.0,1870.0,16993.0,18022.0,14923.0,28847.0,50332.0,21528.0,18001.0,64543.0,34995.0,34387.0,9203.0,45230.0,64543.0,64543.0,64543.0,64543.0,64543.0,29234.0,64543.0,11440.0,64543.0,24959.0,10233.0,27734.0,29159.0,55654.5,25032.0,19839.0,49117.0,2704.0,2784.0,3072.0,3563.0,1081.0,3558.0,1253.0,1014.0,2237.0,1139.0,2384.0,604.0,650.0,653.0,525.0,673.0,
628.799,64543.0,64543.0,1887.0,17074.0,18078.0,14999.0,29097.0,50366.0,21707.0,18190.0,64543.0,35119.0,34447.0,9241.0,45545.0,64543.0,64543.0,64543.0,64543.0,64543.0,29309.0,64543.0,11450.0,64543.0,25035.0,10209.0,27903.0,29407.0,55987.5,25168.0,19975.0,49430.0,2718.0,2780.0,3086.0,3525.0,1068.0,3569.0,1258.0,1009.0,2222.0,1139.0,2416.0,621.0,651.0,662.0,517.0,682.0,
630.529,64543.0,64543.0,1865.0,17249.0,18294.0,15074.0,29173.0,50741.0,21846.0,18232.0,64543.0,35264.0,34935.0,9313.0,45795.0,64543.0,64543.0,64543.0,64543.0,64543.0,29446.0,64543.0,11645.0,64543.0,25489.0,10338.0,28048.0,29436.0,56110.5,25145.0,20104.0,49629.0,2754.0,2791.0,3096.0,3603.0,1083.0,3611.0,1252.0,1025.0,2265.0,1170.0,2452.0,608.0,656.0,692.0,511.0,672.0,
632.261,64543.0,64543.0,1903.0,17463.0,18453.0,15265.0,29552.0,51533.0,22255.0,18590.0,64543.0,35791.0,35250.0,9338.0,46373.0,64543.0,64543.0,64543.0,64543.0,64543.0,29795.0,64543.0,11742.0,64543.0,25848.0,10532.0,28667.0,29869.0,56086.5,25527.0,20186.0,49805.0,2790.0,2852.0,3178.0,3732.0,1101.0,3656.0,1281.0,1008.0,2276.0,1153.0,2433.0,613.0,646.0,671.0,520.0,678.0,
633.992,64543.0,64543.0,1896.0,17707.0,18754.0,15553.0,29876.0,52195.0,22329.0,18800.0,64543.0,36264.0,35486.0,9447.0,46840.0,64543.0,64543.0,64543.0,64543.0,64543.0,29977.0,64543.0,11837.0,64543.0,26218.0,10633.0,28715.0,30279.0,56312.5,25754.0,20398.0,50009.0,2882.0,2888.0,3225.0,3932.0,1121.0,3718.0,1316.0,1047.0,2339.0,1177.0,2457.0,649.0,661.0,693.0,531.0,674.0,
635.721,64543.0,64543.0,1928.0,17828.0,19079.0,15651.0,30153.0,52714.0,22616.0,19046.0,64543.0,36917.0,35810.0,9483.0,47019.0,64543.0,64543.0,64543.0,64543.0,64543.0,30383.0,64543.0,11930.0,64543.0,26581.0,10720.0,29102.0,30302.0,56395.5,25918.0,20616.0,50365.0,2896.0,2946.0,3237.0,3896.0,1117.0,3731.0,1324.0,1027.0,2361.0,1184.0,2489.0,619.0,644.0,699.0,528.0,687.0,
637.452,64543.0,64543.0,1958.0,17713.0,18952.0,15540.0,30091.0,52644.0,22500.0,19034.0,64543.0,36753.0,35785.0,9451.0,47116.0,64543.0,64543.0,64543.0,64543.0,64543.0,30221.0,64543.0,11922.0,64543.0,26504.0,10779.0,28812.0,30244.0,56283.5,25842.0,20547.0,50443.0,2839.0,2892.0,3236.0,3850.0,1162.0,3762.0,1308.0,1035.0,2300.0,1172.0,2458.0,644.0,664.0,677.0,535.0,684.0,
639.18,64543.0,64543.0,1916.0,17549.0,18659.0,15476.0,29884.0,52019.0,22372.0,18803.0,64543.0,36494.0,35585.0,9457.0,46738.0,64543.0,64543.0,64543.0,64543.0,64543.0,30142.0,64543.0,11771.0,64543.0,26252.0,10634.0,28480.0,29824.0,56264.5,25633.0,20254.0,50317.0,2790.0,2881.0,3160.0,3796.0,1095.0,3682.0,1279.0,1057.0,2309.0,1169.0,2452.0,613.0,661.0,668.0,510.0,687.0,
640.91,64543.0,64543.0,1886.0,17378.0,18401.0,15188.0,29530.0,51432.0,22215.0,18546.0,64543.0,36164.0,35345.0,9435.0,46443.0,64543.0,64543.0,64543.0,64543.0,64543.0,29972.0,64543.0,11738.0,64543.0,25922.0,10470.0,28173.0,29696.0,56115.5,25518.0,20250.0,50247.0,2764.0,2787.0,3072.0,3669.0,1075.0,3607.0,1249.0,1021.0,2333.0,1156.0,2457.0,638.0,654.0,688.0,517.0,680.0,
642.64,64543.0,64543.0,1903.0,17326.0,18282.0,15095.0,29250.0,50826.0,21904.0,18320.0,64543.0,35806.0,34971.0,9285.0,46045.0,64543.0,64543.0,64543.0,64543.0,64543.0,29802.0,64543.0,11582.0,64543.0,25515.0,10435.0,27894.0,29377.0,55948.5,25201.0,20048.0,49577.0,2712.0,2744.0,3069.0,3628.0,1059.0,3521.0,1263.0,1026.0,2197.0,1141.0,2434.0,626.0,634.0,691.0,526.0,670.0,
644.368,64543.0,64543.0,1891.0,17212.0,18292.0,14985.0,29035.0,50503.0,21954.0,18252.0,64543.0,35477.0,34890.0,9415.0,45844.0,64543.0,64543.0,64543.0,64543.0,64543.0,29738.0,64543.0,11591.0,64543.0,25388.0,10326.0,27663.0,29541.0,56025.5,25134.0,20015.0,49653.0,2663.0,2725.0,3073.0,3542.0,1048.0,3596.0,1254.0,1026.0,2234.0,1124.0,2405.0,640.0,666.0,664.0,518.0,693.0,
646.097,64543.0,64543.0,1875.0,17149.0,18185.0,15044.0,28815.0,50117.0,21901.0,18290.0,64543.0,35270.0,34859.0,9389.0,45615.0,64543.0,64543.0,64543.0,64543.0,64543.0,29659.0,64543.0,11492.0,64543.0,25240.0,10404.0,27679.0,29454.0,56030.5,24953.0,19989.0,49529.0,2613.0,2705.0,3051.0,3455.0,1057.0,3558.0,1246.0,1004.0,2228.0,1140.0,2398.0,638.0,656.0,685.0,529.0,667.0,
647.823,64543.0,64543.0,1925.0,17060.0,18300.0,14943.0,28988.0,50393.0,21853.0,18244.0,64543.0,35284.0,34943.0,9467.0,45746.0,64543.0,64543.0,64543.0,64543.0,64543.0,29674.0,64543.0,11569.0,64543.0,25301.0,10460.0,27693.0,29406.0,55990.5,25191.0,19928.0,49396.0,2635.0,2699.0,3077.0,3522.0,1024.0,3512.0,1249.0,1001.0,2249.0,1125.0,2447.0,611.0,632.0,684.0,522.0,663.0,
649.552,64543.0,64543.0,1903.0,17123.0,18207.0,15039.0,29014.0,50668.0,22039.0,18266.0,64543.0,35474.0,34747.0,9396.0,45706.0,64543.0,64543.0,64543.0,64543.0,64543.0,29651.0,64543.0,11590.0,64543.0,25212.0,10399.0,27730.0,29340.0,55823.5,25074.0,19873.0,49721.0,2636.0,2719.0,2971.0,3455.0,1052.0,3534.0,1226.0,1025.0,2270.0,1146.0,2413.0,612.0,664.0,687.0,498.0,680.0,
651.278,64543.0,64543.0,1923.0,17194.0,18319.0,15234.0,29251.0,50567.0,22004.0,18317.0,64543.0,35563.0,35102.0,9486.0,46104.0,64543.0,64543.0,64543.0,64543.0,64543.0,29817.0,64543.0,11591.0,64543.0,25330.0,10477.0,27881.0,29467.0,56117.5,25309.0,19950.0,49480.0,2663.0,2730.0,3024.0,3552.0,1045.0,3559.0,1258.0,1001.0,2221.0,1129.0,2426.0,647.0,650.0,679.0,514.0,702.0,
653.006,64543.0,64543.0,1943.0,17416.0,18654.0,15223.0,29546.0,51459.0,22129.0,18431.0,64543.0,35786.0,35373.0,9510.0,46545.0,64543.0,64543.0,64543.0,64543.0,64543.0,29965.0,64543.0,11676.0,64543.0,25662.0,10633.0,28082.0,29642.0,56134.5,25412.0,20106.0,50101.0,2732.0,2725.0,3088.0,3604.0,1076.0,3548.0,1248.0,1034.0,2309.0,1153.0,2425.0,630.0,651.0,689.0,512.0,685.0,
654.731,64543.0,64543.0,1986.0,17839.0,19162.0,15676.0,30153.0,52553.0,22526.0,19047.0,64543.0,36682.0,36193.0,9562.0,47416.0,64543.0,64543.0,64543.0,64543.0,64543.0,30478.0,64543.0,12008.0,64543.0,26243.0,10841.0,28626.0,30050.0,56435.5,25787.0,20445.0,50278.0,2823.0,2855.0,3196.0,3742.0,1088.0,3651.0,1259.0,1020.0,2337.0,1169.0,2486.0,629.0,667.0,690.0,544.0,683.0,
656.4580000000001,64543.0,64543.0,1960.0,18221.0,19510.0,16214.0,30857.0,53796.0,23004.0,19484.0,64543.0,37648.0,36550.0,9693.0,48287.0,64543.0,64543.0,64543.0,64543.0,64543.0,30977.0,64543.0,12249.0,64543.0,27068.0,11109.0,29123.0,30301.0,56630.5,26236.0,20736.0,50938.0,2960.0,2934.0,3253.0,3929.0,1131.0,3750.0,1268.0,1041.0,2364.0,1196.0,2548.0,619.0,651.0,695.0,525.0,689.0,
658.183,64543.0,64543.0,2022.0,18320.0,19467.0,16066.0,30863.0,53915.0,23190.0,19562.0,64543.0,37785.0,36650.0,9859.0,48180.0,64543.0,64543.0,64543.0,64543.0,64543.0,30864.0,64543.0,12240.0,64543.0,27213.0,11047.0,29224.0,30339.0,56791.5,26128.0,20619.0,50707.0,2945.0,2950.0,3274.0,3960.0,1144.0,3690.0,1274.0,1047.0,2363.0,1209.0,2530.0,620.0,661.0,704.0,508.0,665.0,
659.909,64543.0,64543.0,1999.0,18030.0,19224.0,15896.0,30446.0,53168.0,22955.0,19353.0,64543.0,37288.0,36179.0,9782.0,47909.0,64543.0,64543.0,64543.0,64543.0,64543.0,30860.0,64543.0,12032.0,64543.0,26786.0,10939.0,28819.0,30222.0,56502.5,25782.0,20445.0,50577.0,2909.0,2867.0,3210.0,3796.0,1100.0,3685.0,1261.0,1053.0,2314.0,1183.0,2506.0,608.0,660.0,666.0,520.0,692.0,
661.635,64543.0,64543.0,1994.0,17777.0,18888.0,15662.0,30005.0,52387.0,22611.0,19010.0,64543.0,36714.0,35826.0,9645.0,47129.0,64543.0,64543.0,64543.0,64543.0,64543.0,30274.0,64543.0,11801.0,64543.0,26259.0,10746.0,28307.0,29802.0,56268.5,25517.0,20232.0,50071.0,2748.0,2816.0,3112.0,3648.0,1091.0,3612.0,1253.0,1023.0,2297.0,1180.0,2431.0,614.0,652.0,673.0,521.0,658.0,
663.3589999999999,64543.0,64543.0,1974.0,17527.0,18566.0,15348.0,29481.0,51482.0,22376.0,18669.0,64543.0,36223.0,35429.0,9558.0,46598.0,64543.0,64543.0,64543.0,64543.0,64543.0,29947.0,64543.0,11649.0,64543.0,25684.0,10523.0,27957.0,29524.0,56160.5,25292.0,19994.0,49797.0,2685.0,2739.0,3023.0,3559.0,1091.0,3582.0,1231.0,1016.0,2221.0,1143.0,2445.0,606.0,670.0,653.0,490.0,681.0,
665.085,64543.0,64543.0,1913.0,17249.0,18538.0,15059.0,29301.0,50898.0,22046.0,18464.0,64543.0,35774.0,35195.0,9467.0,46143.0,64543.0,64543.0,64543.0,64543.0,64543.0,29910.0,64543.0,11527.0,64543.0,25357.0,10550.0,27703.0,29267.0,55948.5,25088.0,19921.0,49477.0,2663.0,2722.0,3024.0,3478.0,1038.0,3479.0,1217.0,980.0,2221.0,1151.0,2398.0,620.0,652.0,653.0,499.0,664.0,
666.808,64543.0,64543.0,1940.0,17140.0,18433.0,15095.0,29130.0,50683.0,21961.0,18360.0,64543.0,35555.0,35011.0,9511.0,46090.0,64543.0,64543.0,64543.0,64543.0,64543.0,29849.0,64543.0,11539.0,64543.0,25231.0,10496.0,27517.0,29356.0,55897.5,25008.0,19851.0,49289.0,2580.0,2661.0,2984.0,3483.0,1026.0,3497.0,1236.0,983.0,2204.0,1145.0,2342.0,599.0,636.0,674.0,520.0,655.0,
668.5310000000001,64543.0,64543.0,1953.0,17240.0,18410.0,15018.0,29084.0,50486.0,21925.0,18375.0,64543.0,35480.0,34981.0,9338.0,45998.0,64543.0,64543.0,64543.0,64543.0,64543.0,29730.0,64543.0,11538.0,64543.0,25231.0,10433.0,27499.0,28965.0,55883.5,24923.0,19680.0,49223.0,2623.0,2675.0,2974.0,3434.0,1049.0,3436.0,1224.0,986.0,2201.0,1123.0,2403.0,628.0,648.0,654.0,491.0,665.0,
670.255,64543.0,64543.0,1908.0,17424.0,18539.0,15033.0,29280.0,50649.0,22138.0,18429.0,64543.0,35726.0,35090.0,9470.0,46202.0,64543.0,64543.0,64543.0,64543.0,64543.0,29940.0,64543.0,11440.0,64543.0,25131.0,10489.0,27604.0,29190.0,55894.5,24940.0,19745.0,49153.0,2598.0,2665.0,2953.0,3454.0,1023.0,3515.0,1240.0,990.0,2211.0,1136.0,2373.0,607.0,637.0,659.0,516.0,669.0,
671.977,64543.0,64543.0,1944.0,17336.0,18316.0,15115.0,29405.0,50527.0,22139.0,18572.0,64543.0,35579.0,35203.0,9562.0,46267.0,64543.0,64543.0,64543.0,64543.0,64543.0,29870.0,64543.0,11527.0,64543.0,25142.0,10602.0,27631.0,29131.0,55949.5,24885.0,19797.0,49150.0,2593.0,2665.0,2976.0,3484.0,1033.0,3454.0,1202.0,996.0,2215.0,1121.0,2398.0,588.0,644.0,668.0,516.0,658.0,
673.701,64543.0,64543.0,1914.0,17392.0,18585.0,15102.0,29288.0,51017.0,22034.0,18449.0,64543.0,35648.0,35164.0,9401.0,46198.0,64543.0,64543.0,64543.0,64543.0,64543.0,30000.0,64543.0,11597.0,64543.0,25443.0,10552.0,27693.0,29126.0,55836.5,24951.0,19860.0,49208.0,2615.0,2682.0,2964.0,3462.0,1038.0,3468.0,1225.0,979.0,2204.0,1133.0,2353.0,624.0,629.0,655.0,519.0,684.0,
675.423,64543.0,64543.0,1946.0,17518.0,18569.0,15180.0,29427.0,51311.0,22185.0,18598.0,64543.0,35797.0,35374.0,9502.0,46465.0,64543.0,64543.0,64543.0,64543.0,64543.0,30031.0,64543.0,11672.0,64543.0,25609.0,10609.0,27531.0,29172.0,55938.5,25077.0,19774.0,49144.0,2621.0,2724.0,2937.0,3400.0,1065.0,3453.0,1236.0,981.0,2239.0,1140.0,2383.0,629.0,630.0,669.0,492.0,664.0,
677.1460000000001,64543.0,64543.0,1919.0,17356.0,18493.0,15242.0,29290.0,50856.0,22181.0,18570.0,64543.0,35937.0,35232.0,9589.0,46173.0,64543.0,64543.0,64543.0,64543.0,64543.0,29950.0,64543.0,11682.0,64543.0,25477.0,10575.0,27737.0,29093.0,55959.5,25008.0,19849.0,49229.0,2613.0,2686.0,2935.0,3407.0,1034.0,3430.0,1228.0,990.0,2171.0,1134.0,2367.0,617.0,638.0,665.0,490.0,657.0,
678.867,64543.0,64543.0,1937.0,17282.0,18484.0,15236.0,29380.0,50892.0,22140.0,18497.0,64543.0,35555.0,35085.0,9457.0,46407.0,64543.0,64543.0,64543.0,64543.0,64543.0,30224.0,64543.0,11590.0,64543.0,25334.0,10681.0,27325.0,29097.0,55896.5,24816.0,19812.0,48936.0,2519.0,2645.0,2934.0,3438.0,1039.0,3504.0,1221.0,984.0,2196.0,1141.0,2367.0,610.0,624.0,652.0,481.0,678.0,
680.5889999999999,64543.0,64543.0,1975.0,17245.0,18477.0,15114.0,29200.0,50707.0,22088.0,18374.0,64543.0,35574.0,35057.0,9512.0,46119.0,64543.0,64543.0,64543.0,64543.0,64543.0,30049.0,64543.0,11555.0,64543.0,25140.0,10561.0,27224.0,28975.0,55852.5,24859.0,19561.0,48983.0,2522.0,2597.0,2980.0,3376.0,1045.0,3422.0,1218.0,990.0,2167.0,1119.0,2319.0,596.0,647.0,656.0,492.0,657.0,
682.309,64543.0,64543.0,1926.0,17167.0,18461.0,15217.0,29030.0,50673.0,22106.0,18454.0,64543.0,35574.0,35115.0,9522.0,46072.0,64543.0,64543.0,64543.0,64543.0,64543.0,29784.0,64543.0,11474.0,64543.0,25227.0,10580.0,27320.0,28953.0,55774.5,24716.0,19546.0,48966.0,2532.0,2668.0,2930.0,3400.0,1049.0,3426.0,1218.0,1021.0,2199.0,1149.0,2361.0,609.0,634.0,666.0,490.0,664.0,
684.0310000000001,64543.0,64543.0,1922.0,17175.0,18522.0,15073.0,29170.0,50613.0,21946.0,18334.0,64543.0,35482.0,35099.0,9547.0,46065.0,64543.0,64543.0,64543.0,64543.0,64543.0,29838.0,64543.0,11486.0,64543.0,25182.0,10534.0,27214.0,28935.0,55839.5,24689.0,19591.0,48871.0,2583.0,2612.0,2929.0,3309.0,1030.0,3415.0,1213.0,977.0,2186.0,1143.0,2341.0,622.0,617.0,652.0,502.0,667.0,
685.7510000000001,64543.0,64543.0,1953.0,17389.0,18534.0,15100.0,29180.0,50532.0,22061.0,18376.0,64543.0,35490.0,35219.0,9497.0,46210.0,64543.0,64543.0,64543.0,64543.0,64543.0,29774.0,64543.0,11486.0,64543.0,25115.0,10522.0,27210.0,28928.0,55858.5,24684.0,19591.0,48614.0,2517.0,2587.0,2897.0,3345.0,996.0,3436.0,1197.0,982.0,2153.0,1118.0,2335.0,601.0,637.0,659.0,517.0,653.0,
687.47,64543.0,64543.0,1947.0,17323.0,18561.0,15273.0,29136.0,50686.0,22094.0,18429.0,64543.0,35600.0,34941.0,9504.0,45993.0,64543.0,64543.0,64543.0,64543.0,64543.0,29974.0,64543.0,11584.0,64543.0,25069.0,10549.0,27281.0,28848.0,55936.5,24852.0,19707.0,48794.0,2545.0,2602.0,2928.0,3370.0,1018.0,3412.0,1186.0,967.0,2150.0,1107.0,2336.0,617.0,643.0,632.0,497.0,652.0,
689.191,64543.0,64543.0,1935.0,17249.0,18472.0,14992.0,29094.0,50752.0,22044.0,18543.0,64543.0,35462.0,34942.0,9565.0,46002.0,64543.0,64543.0,64543.0,64543.0,64543.0,30047.0,64543.0,11537.0,64543.0,25158.0,10557.0,27254.0,28783.0,55753.5,24794.0,19549.0,48881.0,2516.0,2571.0,2880.0,3370.0,1027.0,3370.0,1188.0,991.0,2152.0,1118.0,2341.0,611.0,625.0,646.0,508.0,636.0,
690.909,64543.0,64543.0,1960.0,17311.0,18444.0,15122.0,29351.0,50865.0,21973.0,18493.0,64543.0,35846.0,35237.0,9555.0,46370.0,64543.0,64543.0,64543.0,64543.0,64543.0,30079.0,64543.0,11514.0,64543.0,25323.0,10657.0,27046.0,29024.0,55814.5,24773.0,19643.0,48893.0,2531.0,2632.0,2881.0,3340.0,1013.0,3427.0,1209.0,974.0,2183.0,1121.0,2359.0,618.0,647.0,658.0,500.0,652.0,
692.63,64543.0,64543.0,1918.0,17349.0,18654.0,15241.0,29211.0,50733.0,22068.0,18519.0,64543.0,35682.0,35241.0,9537.0,46289.0,64543.0,64543.0,64543.0,64543.0,64543.0,30186.0,64543.0,11524.0,64543.0,25247.0,10704.0,27369.0,28844.0,55771.5,24695.0,19625.0,49020.0,2543.0,2650.0,2923.0,3376.0,1029.0,3356.0,1205.0,963.0,2157.0,1102.0,2345.0,601.0,617.0,655.0,493.0,647.0,
694.347,64543.0,64543.0,1917.0,17438.0,18632.0,15151.0,29338.0,51199.0,22240.0,18667.0,64543.0,35726.0,35366.0,9588.0,46449.0,64543.0,64543.0,64543.0,64543.0,64543.0,30312.0,64543.0,11578.0,64543.0,25214.0,10604.0,27228.0,28937.0,55779.5,24798.0,19662.0,48773.0,2628.0,2677.0,2850.0,3441.0,1032.0,3396.0,1207.0,979.0,2179.0,1116.0,2364.0,611.0,651.0,638.0,491.0,643.0,
696.065,64543.0,64543.0,1988.0,17508.0,18761.0,15301.0,29530.0,51495.0,22351.0,18703.0,64543.0,36199.0,35581.0,9614.0,46774.0,64543.0,64543.0,64543.0,64543.0,64543.0,30423.0,64543.0,11638.0,64543.0,25769.0,10717.0,27390.0,29003.0,56002.5,24908.0,19642.0,49193.0,2596.0,2625.0,2958.0,3471.0,1038.0,3398.0,1199.0,984.0,2170.0,1123.0,2346.0,623.0,614.0,674.0,502.0,653.0,
697.784,64543.0,64543.0,1978.0,17589.0,18814.0,15379.0,29784.0,51640.0,22384.0,18967.0,64543.0,36148.0,35833.0,9661.0,47071.0,64543.0,64543.0,64543.0,64543.0,64543.0,30672.0,64543.0,11794.0,64543.0,25792.0,10793.0,27552.0,29163.0,55854.5,24918.0,19702.0,49247.0,2606.0,2710.0,2975.0,3465.0,1023.0,3408.0,1215.0,984.0,2189.0,1131.0,2395.0,630.0,620.0,670.0,488.0,643.0,
