wave number,-1_1,-1_2,-1_3,-1_4,-1_5,-1_6,-1_7,-1_8,-1_9,-1_10,-1_11,-1_12,-1_13,-1_14,-1_15,-1_16,-1_17,-1_18,-2_1,-2_2,-2_3,-2_4,-2_5,-2_6,-2_7,-2_8,-3_1,-3_2,-3_3,-3_4,-3_5,-3_6,-4_1,-4_2,-4_3,-4_4,-4_5,-4_6,-5_1,-5_2,-5_3,-5_4,-5_5,-6_1,-6_2,-6_3,-6_4,-6_5, 
1241.91,64543.0,64543.0,3249.0,26663.0,28356.0,23047.0,43112.0,63761.5,31574.0,29619.0,31864.5,49190.0,47800.0,12179.0,59376.5,64543.0,64543.0,64543.0,64543.0,64543.0,41458.0,17712.0,14962.0,64543.0,32526.0,15163.0,21566.0,22138.0,43503.0,19474.0,15108.0,35763.0,2521.0,2564.0,2890.0,3531.0,862.0,2935.0,1505.0,1165.0,2309.0,1063.0,2248.0,1110.0,1266.0,1138.0,990.0,1302.0,
1243.52,64543.0,64543.0,3249.0,26806.0,28674.0,22911.0,43060.0,63860.5,31780.0,29714.0,31864.5,49278.0,47894.0,12234.0,59543.5,64543.0,64543.0,64543.0,64543.0,64543.0,41115.0,17647.0,14853.0,64543.0,32664.0,15201.0,21682.0,22093.0,43424.0,19516.0,15083.0,35708.0,2524.0,2582.0,2937.0,3566.0,859.0,2978.0,1544.0,1179.0,2329.0,1072.0,2231.0,1162.0,1266.0,1139.0,965.0,1305.0,
1245.13,64543.0,64543.0,3241.0,26843.0,28576.0,23083.0,43031.0,63942.5,31593.0,29861.0,31864.5,49318.0,48019.0,12206.0,59535.5,64543.0,64543.0,64543.0,64543.0,64543.0,41229.0,17450.0,15040.0,64543.0,32637.0,15260.0,21697.0,22114.0,43431.0,19370.0,15063.0,35762.0,2610.0,2562.0,2934.0,3586.0,891.0,2949.0,1579.0,1167.0,2294.0,1080.0,2274.0,1116.0,1289.0,1147.0,993.0,1339.0,
1246.74,64543.0,64543.0,3292.0,26908.0,28700.0,23169.0,43095.0,64004.5,31623.0,29989.0,31864.5,49155.0,48044.0,12129.0,59552.5,64543.0,64543.0,64543.0,64543.0,64543.0,41348.0,17401.0,15067.0,64543.0,32534.0,15369.0,21623.0,22158.0,43437.0,19597.0,15015.0,35789.0,2611.0,2595.0,2983.0,3636.0,870.0,2979.0,1573.0,1205.0,2333.0,1058.0,2267.0,1165.0,1313.0,1153.0,985.0,1304.0,
1248.35,64543.0,64543.0,3299.0,27052.0,28833.0,23208.0,43415.0,64216.5,31767.0,29945.0,31864.5,49653.0,48279.0,12214.0,59778.5,64543.0,64543.0,64543.0,64543.0,64543.0,41608.0,17224.0,14992.0,64543.0,32917.0,15259.0,21638.0,22205.0,43357.0,19517.0,15057.0,35918.0,2645.0,2620.0,2981.0,3698.0,900.0,3007.0,1577.0,1225.0,2319.0,1062.0,2286.0,1188.0,1327.0,1169.0,1005.0,1324.0,
1249.96,64543.0,64543.0,3265.0,27207.0,28960.0,23453.0,43454.0,64368.5,32000.0,30185.0,31864.5,49859.0,48164.0,12260.0,59668.5,64543.0,64543.0,64543.0,64543.0,64543.0,41669.0,17061.0,15146.0,64543.0,32911.0,15324.0,21691.0,22180.0,43469.0,19543.0,15135.0,35829.0,2649.0,2593.0,2997.0,3694.0,896.0,3022.0,1563.0,1178.0,2329.0,1086.0,2259.0,1169.0,1306.0,1168.0,1001.0,1329.0,
1251.57,64543.0,64543.0,3278.0,27144.0,29098.0,23288.0,43458.0,64235.5,32004.0,29893.0,31864.5,49770.0,48296.0,12286.0,59903.5,64543.0,64543.0,64543.0,64543.0,64543.0,41799.0,16985.0,15030.0,64543.0,32940.0,15413.0,21662.0,22240.0,43381.0,19503.0,15094.0,35856.0,2700.0,2632.0,3062.0,3649.0,889.0,3009.0,1574.0,1190.0,2366.0,1067.0,2267.0,1163.0,1329.0,1179.0,1014.0,1361.0,
1253.18,64543.0,64543.0,3317.0,27318.0,29285.0,23496.0,43731.0,64505.5,32026.0,30196.0,31864.5,50118.0,48739.0,12301.0,59675.5,64543.0,64543.0,64543.0,64543.0,64543.0,41820.0,16814.0,15059.0,64543.0,33211.0,15408.0,21685.0,22168.0,43527.0,19530.0,15215.0,35852.0,2732.0,2667.0,3011.0,3748.0,921.0,3023.0,1633.0,1203.0,2421.0,1091.0,2313.0,1192.0,1332.0,1210.0,1036.0,1380.0,
1254.79,64543.0,64543.0,3321.0,27511.0,29252.0,23590.0,44075.0,64543.0,32108.0,30641.0,31864.5,50168.0,49002.0,12374.0,59955.5,64543.0,64543.0,64543.0,64543.0,64543.0,42217.0,16542.0,15361.0,64543.0,33203.0,15548.0,21899.0,22169.0,43656.0,19603.0,15222.0,35967.0,2772.0,2655.0,3101.0,3726.0,889.0,3070.0,1645.0,1204.0,2432.0,1094.0,2325.0,1192.0,1319.0,1236.0,1031.0,1374.0,
1256.4,64543.0,64543.0,3356.0,27476.0,29393.0,23824.0,44401.0,64543.0,32278.0,30793.0,31864.5,50669.0,48930.0,12420.0,60245.5,64543.0,64543.0,64543.0,64543.0,64543.0,42356.0,16325.0,15369.0,64543.0,33528.0,15587.0,22039.0,22317.0,43490.0,19706.0,15311.0,36152.0,2751.0,2718.0,3091.0,3801.0,922.0,3089.0,1656.0,1224.0,2493.0,1096.0,2325.0,1203.0,1371.0,1258.0,1057.0,1423.0,
1258.01,64543.0,64543.0,3319.0,27801.0,29679.0,24106.0,44695.0,64543.0,32603.0,30897.0,31864.5,50926.0,49308.0,12422.0,60299.5,64543.0,64543.0,64543.0,64543.0,64543.0,42642.0,16185.0,15460.0,64543.0,33684.0,15700.0,22115.0,22460.0,43589.0,19723.0,15316.0,36091.0,2800.0,2744.0,3144.0,3794.0,910.0,3124.0,1661.0,1260.0,2517.0,1111.0,2337.0,1250.0,1349.0,1262.0,1057.0,1432.0,
1259.62,64543.0,64543.0,3393.0,27975.0,29762.0,24156.0,45045.0,64543.0,32638.0,31115.0,31864.5,51381.0,49769.0,12500.0,60486.5,64543.0,64543.0,64543.0,64543.0,64543.0,42730.0,15802.0,15533.0,64543.0,33973.0,15851.0,22329.0,22521.0,43667.0,19847.0,15422.0,36122.0,2819.0,2781.0,3140.0,3883.0,910.0,3115.0,1669.0,1254.0,2502.0,1095.0,2355.0,1262.0,1455.0,1276.0,1050.0,1484.0,
1261.22,64543.0,64543.0,3360.0,28399.0,30175.0,24398.0,45323.0,64543.0,32820.0,31221.0,31864.5,51645.0,49995.0,12415.0,60655.5,64543.0,64543.0,64543.0,64543.0,64543.0,42830.0,15646.0,15519.0,64543.0,34160.0,15885.0,22360.0,22490.0,43942.0,19928.0,15455.0,36067.0,2833.0,2780.0,3214.0,3861.0,923.0,3147.0,1717.0,1263.0,2528.0,1097.0,2399.0,1278.0,1426.0,1268.0,1104.0,1482.0,
1262.83,64543.0,64543.0,3422.0,28467.0,30163.0,24558.0,45440.0,64543.0,33131.0,31309.0,31864.5,51901.0,50338.0,12592.0,60828.5,64543.0,64543.0,64543.0,64543.0,64543.0,43046.0,15417.0,15749.0,64543.0,34290.0,16062.0,22623.0,22645.0,43875.0,19937.0,15437.0,36238.0,2909.0,2854.0,3222.0,3944.0,930.0,3148.0,1701.0,1309.0,2539.0,1120.0,2385.0,1277.0,1442.0,1321.0,1127.0,1512.0,
1264.44,64543.0,64543.0,3416.0,28545.0,30401.0,24672.0,45639.0,64543.0,33157.0,31684.0,31864.5,52342.0,50408.0,12546.0,60915.5,64543.0,64543.0,64543.0,64543.0,64543.0,43287.0,15148.0,15839.0,64543.0,34774.0,16159.0,22530.0,22716.0,44039.0,20020.0,15513.0,36323.0,2903.0,2825.0,3224.0,4054.0,963.0,3226.0,1705.0,1284.0,2576.0,1150.0,2361.0,1341.0,1485.0,1331.0,1142.0,1572.0,
1266.05,64543.0,64543.0,3433.0,28827.0,30452.0,24971.0,45976.0,64543.0,33493.0,31947.0,31864.5,52511.0,50662.0,12684.0,60950.5,64543.0,64543.0,64543.0,64543.0,64543.0,43269.0,14945.0,15855.0,64543.0,35067.0,16159.0,22725.0,22771.0,43905.0,20089.0,15635.0,36259.0,2961.0,2936.0,3288.0,4053.0,962.0,3266.0,1687.0,1301.0,2620.0,1131.0,2433.0,1321.0,1507.0,1354.0,1133.0,1550.0,
1267.65,64543.0,64543.0,3445.0,29035.0,30724.0,25088.0,46397.0,64543.0,33718.0,32161.0,31864.5,52454.0,50905.0,12720.0,61221.5,64543.0,64543.0,64543.0,64543.0,64543.0,43758.0,14562.0,16041.0,64543.0,35120.0,16341.0,22973.0,22835.0,44069.0,20086.0,15605.0,36666.0,3017.0,2909.0,3319.0,4095.0,946.0,3304.0,1794.0,1325.0,2616.0,1169.0,2399.0,1363.0,1539.0,1363.0,1135.0,1583.0,
1269.26,64543.0,64543.0,3495.0,29222.0,30796.0,25312.0,46461.0,64543.0,33887.0,32347.0,31864.5,53130.0,51193.0,12631.0,61274.5,64543.0,64543.0,64543.0,64543.0,64543.0,43861.0,14302.0,16063.0,64543.0,35476.0,16411.0,23062.0,23006.0,44101.0,20147.0,15647.0,36549.0,3030.0,2893.0,3368.0,4209.0,969.0,3281.0,1833.0,1377.0,2596.0,1168.0,2450.0,1342.0,1551.0,1377.0,1188.0,1588.0,
1270.87,64543.0,64543.0,3495.0,29357.0,31053.0,26197.0,46663.0,64543.0,33872.0,32641.0,31864.5,53406.0,51494.0,12779.0,61508.5,64543.0,64543.0,64543.0,64543.0,64543.0,44075.0,14023.0,16245.0,64543.0,35847.0,16454.0,23219.0,23096.0,44130.0,20478.0,15689.0,36713.0,3094.0,2976.0,3410.0,4172.0,987.0,3305.0,1810.0,1359.0,2571.0,1168.0,2480.0,1404.0,1567.0,1411.0,1187.0,1632.0,
1272.47,64543.0,64543.0,3515.0,29418.0,31294.0,25491.0,46991.0,64543.0,34357.0,32456.0,31864.5,53550.0,51588.0,12740.0,61451.5,64543.0,64543.0,64543.0,64543.0,64543.0,44298.0,13623.0,16250.0,64543.0,35973.0,16350.0,23102.0,22993.0,44352.0,20360.0,15799.0,36820.0,3097.0,2985.0,3460.0,4260.0,960.0,3293.0,1855.0,1366.0,2702.0,1201.0,2534.0,1360.0,1618.0,1445.0,1184.0,1625.0,
1274.08,64543.0,64543.0,3543.0,29420.0,31293.0,25604.0,47132.0,64543.0,34153.0,32729.0,31864.5,53358.0,51613.0,12850.0,61616.5,64543.0,64543.0,64543.0,64543.0,64543.0,44236.0,13293.0,16144.0,64543.0,36138.0,16566.0,23124.0,22941.0,44134.0,20307.0,15580.0,36774.0,3114.0,2981.0,3420.0,4285.0,991.0,3360.0,1857.0,1364.0,2683.0,1236.0,2520.0,1394.0,1617.0,1475.0,1215.0,1649.0,
1275.69,64543.0,64543.0,3473.0,29534.0,31279.0,25937.0,47223.0,64543.0,34089.0,32719.0,31864.5,53807.0,51659.0,12921.0,61714.5,64543.0,64543.0,64543.0,64543.0,64543.0,44266.0,12883.0,16162.0,64543.0,36065.0,16432.0,23113.0,22981.0,44224.0,20429.0,15680.0,36640.0,3108.0,2982.0,3495.0,4224.0,994.0,3353.0,1845.0,1387.0,2725.0,1175.0,2512.0,1375.0,1599.0,1461.0,1225.0,1688.0,
1277.29,64543.0,64543.0,3494.0,29330.0,31111.0,29777.0,47090.0,64543.0,34289.0,32690.0,31864.5,53669.0,51471.0,12812.0,61509.5,64543.0,64543.0,64543.0,64543.0,64543.0,44309.0,12426.0,16152.0,64543.0,36043.0,16375.0,23043.0,22858.0,43915.0,20458.0,15606.0,36453.0,3080.0,3031.0,3489.0,4207.0,1004.0,3306.0,1801.0,1441.0,2717.0,1210.0,2561.0,1444.0,1643.0,1486.0,1252.0,1649.0,
1278.9,64543.0,64543.0,3485.0,29305.0,31134.0,25930.0,46775.0,64543.0,34096.0,32741.0,31864.5,53501.0,51434.0,12741.0,61508.5,64543.0,64543.0,64543.0,64543.0,64543.0,44140.0,12142.0,16116.0,64543.0,35754.0,16389.0,22830.0,22814.0,43973.0,20184.0,15471.0,36314.0,3138.0,3053.0,3489.0,4314.0,978.0,3356.0,1885.0,1423.0,2743.0,1194.0,2547.0,1430.0,1641.0,1465.0,1282.0,1685.0,
1280.5,64543.0,64543.0,3538.0,29221.0,30983.0,26179.0,47120.0,64543.0,34120.0,32561.0,31864.5,53748.0,51542.0,12703.0,61492.5,64543.0,64543.0,64543.0,64543.0,64543.0,44192.0,11480.0,16218.0,64543.0,35878.0,16273.0,22694.0,22767.0,43878.0,20220.0,15585.0,36289.0,3150.0,3038.0,3510.0,4370.0,982.0,3378.0,1907.0,1403.0,2718.0,1209.0,2579.0,1480.0,1656.0,1486.0,1249.0,1715.0,
1282.1,64543.0,64543.0,3497.0,29320.0,31337.0,25885.0,47136.0,64543.0,34044.0,32605.0,31864.5,53766.0,51464.0,12776.0,61592.5,64543.0,64543.0,64543.0,64543.0,64543.0,44293.0,11055.0,16110.0,64543.0,36091.0,16387.0,22716.0,22740.0,43899.0,20137.0,15502.0,36302.0,3175.0,3075.0,3581.0,4323.0,1012.0,3368.0,1905.0,1439.0,2804.0,1207.0,2591.0,1470.0,1703.0,1492.0,1281.0,1759.0,
1283.71,64543.0,64543.0,3561.0,29465.0,31564.0,25923.0,47397.0,64543.0,34424.0,32929.0,31864.5,53962.0,51811.0,12822.0,61726.5,64543.0,64543.0,64543.0,64543.0,64543.0,44257.0,10536.0,16204.0,64543.0,36156.0,16349.0,22979.0,22897.0,43961.0,20367.0,15554.0,36444.0,3191.0,3089.0,3614.0,4454.0,1002.0,3403.0,1932.0,1415.0,2772.0,1236.0,2530.0,1498.0,1721.0,1533.0,1316.0,1723.0,
1285.31,64543.0,64543.0,3533.0,29593.0,31646.0,26374.0,47730.0,64543.0,34518.0,33010.0,31864.5,54149.0,51830.0,12829.0,61707.5,64543.0,64543.0,64543.0,64543.0,64543.0,44582.0,10003.0,16332.0,64543.0,36281.0,16548.0,23060.0,22882.0,43886.0,20315.0,15627.0,36472.0,3276.0,3133.0,3559.0,4549.0,986.0,3403.0,1991.0,1481.0,2776.0,1256.0,2643.0,1521.0,1748.0,1525.0,1332.0,1757.0,
1286.91,64543.0,64543.0,3576.0,29904.0,31798.0,26599.0,47784.0,64543.0,34470.0,33042.0,31864.5,54311.0,52097.0,12963.0,61893.5,64543.0,64543.0,64543.0,64543.0,64543.0,44832.0,9377.0,16364.0,64543.0,36466.0,16564.0,23056.0,22903.0,43812.0,20446.0,15634.0,36347.0,3292.0,3185.0,3692.0,4535.0,1020.0,3429.0,2004.0,1477.0,2879.0,1236.0,2631.0,1554.0,1741.0,1553.0,1337.0,1802.0,
1288.52,64543.0,64543.0,3592.0,30101.0,32035.0,26516.0,48267.0,64543.0,34783.0,33437.0,31864.5,54622.0,52381.0,12900.0,62110.5,64543.0,64543.0,64543.0,64543.0,64543.0,44786.0,8806.0,16431.0,64543.0,36619.0,16616.0,23438.0,22916.0,44059.0,20458.0,15794.0,36381.0,3337.0,3215.0,3696.0,4615.0,1023.0,3467.0,1970.0,1522.0,2867.0,1239.0,2625.0,1568.0,1770.0,1600.0,1357.0,1827.0,
1290.12,64543.0,64543.0,3570.0,30344.0,32103.0,26728.0,48307.0,64543.0,34870.0,33380.0,31864.5,54834.0,52748.0,13006.0,62446.5,64543.0,64543.0,64543.0,64543.0,64543.0,44902.0,8290.0,16506.0,64543.0,36794.0,16616.0,23392.0,23145.0,44253.0,20440.0,15663.0,36485.0,3423.0,3292.0,3769.0,4672.0,1020.0,3558.0,2007.0,1539.0,2942.0,1296.0,2685.0,1575.0,1849.0,1630.0,1396.0,1828.0,
1291.72,64543.0,64543.0,3596.0,30287.0,32296.0,26832.0,48567.0,64543.0,34931.0,33701.0,31864.5,55356.0,52964.0,12997.0,62276.5,64543.0,64543.0,64543.0,64543.0,64543.0,45192.0,7645.0,16581.0,64543.0,37008.0,16694.0,23537.0,23165.0,44031.0,20558.0,15852.0,36486.0,3371.0,3326.0,3755.0,4675.0,1060.0,3580.0,2034.0,1556.0,2967.0,1281.0,2732.0,1612.0,1855.0,1601.0,1393.0,1864.0,
1293.33,64543.0,64543.0,3559.0,30402.0,32293.0,26766.0,48622.0,64543.0,35133.0,33654.0,31864.5,55123.0,53365.0,12982.0,62427.5,64543.0,64543.0,64543.0,64543.0,64543.0,45456.0,7101.0,16620.0,64543.0,37170.0,16861.0,23775.0,23158.0,44233.0,20557.0,15806.0,36464.0,3481.0,3421.0,3861.0,4832.0,1037.0,3610.0,2042.0,1628.0,3004.0,1301.0,2765.0,1609.0,1885.0,1635.0,1438.0,1926.0,
1294.93,64543.0,64543.0,3634.0,30489.0,32500.0,27261.0,49041.0,64543.0,35146.0,33995.0,31864.5,55708.0,53267.0,12986.0,62566.5,64543.0,64543.0,64543.0,64543.0,64543.0,45554.0,6383.0,16783.0,64543.0,37321.0,17006.0,23852.0,23360.0,44339.0,20690.0,15933.0,36589.0,3510.0,3471.0,3879.0,4899.0,1064.0,3748.0,2072.0,1594.0,3081.0,1284.0,2775.0,1645.0,1906.0,1690.0,1403.0,1946.0,
1296.53,64543.0,64543.0,3620.0,30803.0,32597.0,27087.0,49425.0,64543.0,35393.0,34328.0,31864.5,56064.0,53756.0,13027.0,62728.5,64543.0,64543.0,64543.0,64543.0,64543.0,45832.0,5892.0,16935.0,64543.0,37705.0,17052.0,24256.0,23518.0,44414.0,20809.0,16203.0,36859.0,3611.0,3476.0,4046.0,4990.0,1092.0,3748.0,2125.0,1621.0,3171.0,1306.0,2811.0,1644.0,1907.0,1694.0,1479.0,1990.0,
1298.13,64543.0,64543.0,3686.0,31071.0,32908.0,27985.0,50002.0,64543.0,35631.0,34613.0,31864.5,56617.0,54185.0,13135.0,62931.5,64543.0,64543.0,64543.0,64543.0,64543.0,46299.0,5235.0,17086.0,64543.0,38160.0,17301.0,24520.0,23557.0,44741.0,20914.0,16283.0,37076.0,3696.0,3605.0,4121.0,5090.0,1106.0,3810.0,2150.0,1653.0,3182.0,1372.0,2867.0,1695.0,1937.0,1727.0,1509.0,2018.0,
1299.73,64543.0,64543.0,3717.0,31519.0,33645.0,27629.0,50662.0,64543.0,36133.0,35109.0,31864.5,57361.0,54854.0,13297.0,63344.5,64543.0,64543.0,64543.0,64543.0,64543.0,46698.0,4441.0,17385.0,64543.0,38796.0,17559.0,24810.0,24117.0,44966.0,21133.0,16653.0,37148.0,3810.0,3688.0,4087.0,5325.0,1170.0,3937.0,2199.0,1657.0,3237.0,1396.0,2952.0,1709.0,1964.0,1742.0,1541.0,2042.0,
1301.33,62362.5,64543.0,3740.0,32165.0,34075.0,28066.0,51422.0,64543.0,36649.0,35638.0,31864.5,58249.0,55683.0,13360.0,63931.5,64543.0,64543.0,64543.0,64543.0,64543.0,47092.0,3811.0,17589.0,64543.0,39803.0,17685.0,25109.0,24238.0,45506.0,21548.0,16781.0,37585.0,3971.0,3758.0,4291.0,5545.0,1182.0,3956.0,2223.0,1716.0,3293.0,1411.0,2983.0,1713.0,2040.0,1786.0,1523.0,2063.0,
1302.93,60971.5,64543.0,3854.0,32825.0,35081.0,28600.0,52419.0,64543.0,37346.0,36425.0,31864.5,59321.5,57008.0,13527.0,64504.5,64543.0,64543.0,64543.0,64543.0,64543.0,47968.0,3064.0,17979.0,64543.0,40632.0,17994.0,25525.0,24740.0,45981.0,21925.0,17138.0,38248.0,4105.0,3847.0,4378.0,5735.0,1244.0,4050.0,2261.0,1733.0,3328.0,1416.0,3027.0,1755.0,2057.0,1829.0,1550.0,2095.0,
1304.53,59795.5,64543.0,3878.0,33482.0,35879.0,29343.0,53663.0,64543.0,37910.0,37225.0,31864.5,60007.5,57803.0,13723.0,64543.0,64543.0,64543.0,64543.0,64543.0,64543.0,48662.0,2480.0,18145.0,64543.0,41936.0,18487.0,26174.0,25214.0,46616.0,22351.0,17366.0,38670.0,4317.0,3989.0,4501.0,5923.0,1246.0,4138.0,2400.0,1776.0,3391.0,1449.0,3067.0,1815.0,2067.0,1826.0,1637.0,2154.0,
1306.13,58685.5,64543.0,3979.0,34281.0,36800.0,30010.0,54783.0,64543.0,38721.0,38175.0,31864.5,60684.5,59172.0,13944.0,64543.0,64543.0,64543.0,64543.0,64543.0,64543.0,49548.0,1624.0,18534.0,64543.0,42991.0,18885.0,26802.0,25800.0,47008.0,22717.0,17820.0,39126.0,4448.0,3976.0,4543.0,6089.0,1244.0,4266.0,2400.0,1823.0,3456.0,1481.0,3190.0,1811.0,2131.0,1876.0,1620.0,2202.0,
1307.73,57724.5,64543.0,4034.0,35095.0,37677.0,30573.0,55597.0,64543.0,39391.0,39019.0,31864.5,61342.5,59768.5,14219.0,64543.0,64543.0,64543.0,64543.0,64543.0,64543.0,50145.0,1014.0,18812.0,64543.0,43724.0,19231.0,27205.0,25939.0,47586.0,23042.0,17954.0,39672.0,4630.0,4014.0,4551.0,6246.0,1275.0,4306.0,2431.0,1861.0,3469.0,1466.0,3205.0,1857.0,2145.0,1912.0,1717.0,2196.0,
1309.33,56745.5,64543.0,4091.0,35418.0,38062.0,30945.0,56395.0,64543.0,39871.0,39422.0,31864.5,61783.5,60023.5,14185.0,64543.0,64543.0,64543.0,64543.0,64543.0,64543.0,50483.0,423.0,19100.0,64543.0,44580.0,19289.0,27413.0,26168.0,47852.0,23101.0,17949.0,39884.0,4605.0,4074.0,4613.0,6105.0,1294.0,4274.0,2464.0,1868.0,3499.0,1503.0,3179.0,1838.0,2197.0,1914.0,1657.0,2209.0,
1310.93,56037.5,64543.0,4056.0,35345.0,37975.0,31006.0,56263.0,64543.0,39804.0,39537.0,31072.0,61809.5,60045.5,14172.0,64543.0,64543.0,64543.0,64543.0,64543.0,64543.0,50635.0,-275.0,18986.0,64543.0,44439.0,19306.0,27159.0,26097.0,47591.0,22894.0,17797.0,39820.0,4533.0,4103.0,4661.0,5996.0,1276.0,4265.0,2512.0,1859.0,3532.0,1522.0,3237.0,1866.0,2238.0,1989.0,1684.0,2260.0,
1312.53,55602.5,64543.0,4036.0,35319.0,37736.0,30631.0,55570.0,64543.0,39669.0,39310.0,28840.0,61396.5,59748.5,14097.0,64543.0,64543.0,64543.0,64543.0,64543.0,64543.0,50412.0,-663.0,18908.0,64543.0,44031.0,19212.0,26931.0,25534.0,46901.0,22595.0,17606.0,39373.0,4282.0,3987.0,4550.0,5845.0,1261.0,4194.0,2494.0,1885.0,3548.0,1514.0,3205.0,1939.0,2235.0,1986.0,1702.0,2286.0,
1314.12,55287.5,64543.0,4015.0,34423.0,36640.0,30070.0,54961.0,64543.0,38986.0,38494.0,27876.0,61008.5,59037.0,13955.0,64543.0,64543.0,64543.0,64543.0,64543.0,64543.0,49665.0,-814.0,18690.0,64543.0,43202.0,18829.0,26447.0,25133.0,46496.0,22293.0,17202.0,38703.0,4188.0,4010.0,4549.0,5751.0,1213.0,4170.0,2462.0,1903.0,3454.0,1505.0,3171.0,1922.0,2277.0,2031.0,1738.0,2335.0,
1315.72,55041.5,64543.0,3957.0,34051.0,36480.0,29625.0,54027.0,64543.0,38518.0,37922.0,27324.0,60261.5,57755.0,13717.0,64543.0,64543.0,64543.0,64543.0,64543.0,64543.0,49437.0,-814.0,18378.0,64543.0,42468.0,18601.0,25738.0,24789.0,45808.0,21816.0,16968.0,38173.0,4056.0,3936.0,4500.0,5540.0,1189.0,4150.0,2505.0,1945.0,3556.0,1514.0,3227.0,1926.0,2305.0,2052.0,1748.0,2363.0,
1317.32,55170.5,64543.0,3876.0,33387.0,35733.0,29273.0,53047.0,64543.0,37962.0,37390.0,26938.0,59706.5,56740.0,13544.0,64543.0,64543.0,64543.0,64543.0,64543.0,64543.0,48667.0,-814.0,18295.0,64543.0,41613.0,18405.0,25279.0,24237.0,45110.0,21434.0,16521.0,37464.0,3979.0,3886.0,4429.0,5563.0,1195.0,4058.0,2551.0,1970.0,3569.0,1494.0,3215.0,1995.0,2276.0,2048.0,1780.0,2348.0,
1318.92,55260.5,64543.0,3842.0,32887.0,35199.0,28667.0,52590.0,64543.0,37471.0,36908.0,26876.0,59339.5,55831.0,13567.0,64389.5,64543.0,64543.0,64543.0,64543.0,64543.0,48335.0,-814.0,17922.0,64543.0,40889.0,18212.0,24574.0,23911.0,44584.0,21056.0,16308.0,37037.0,3863.0,3906.0,4396.0,5404.0,1187.0,4045.0,2568.0,1929.0,3534.0,1474.0,3184.0,1997.0,2369.0,2091.0,1823.0,2420.0,
1320.51,55485.5,64543.0,3743.0,32426.0,34628.0,28260.0,51723.0,64543.0,37000.0,36204.0,26974.0,58290.0,55315.0,13234.0,63804.5,64543.0,64543.0,64543.0,64543.0,64543.0,47569.0,-814.0,17666.0,64543.0,40072.0,17914.0,24157.0,23365.0,43990.0,20629.0,15952.0,36560.0,3834.0,3849.0,4438.0,5344.0,1143.0,3961.0,2606.0,1934.0,3546.0,1503.0,3163.0,2055.0,2356.0,2120.0,1831.0,2439.0,
1322.11,55882.5,64543.0,3676.0,31991.0,34013.0,27798.0,50931.0,64543.0,36347.0,35642.0,27445.0,57326.0,54296.0,13161.0,63404.5,64543.0,64543.0,64543.0,64543.0,64543.0,47053.0,-814.0,17518.0,64543.0,39363.0,17776.0,23630.0,23060.0,43490.0,20363.0,15726.0,36011.0,3746.0,3801.0,4351.0,5398.0,1169.0,3959.0,2532.0,1921.0,3530.0,1504.0,3146.0,2028.0,2440.0,2147.0,1863.0,2502.0,
1323.7,56282.5,64543.0,3697.0,31333.0,33293.0,27285.0,50153.0,64543.0,35824.0,35024.0,27866.0,56326.0,53579.0,13020.0,62724.5,64543.0,64543.0,64543.0,64543.0,64543.0,46464.0,-814.0,16994.0,64543.0,38440.0,17338.0,23130.0,22808.0,42940.0,20218.0,15482.0,35507.0,3726.0,3818.0,4316.0,5299.0,1114.0,4032.0,2568.0,1977.0,3510.0,1493.0,3107.0,2095.0,2498.0,2148.0,1909.0,2548.0,
1325.3,56687.5,64543.0,3643.0,30875.0,32758.0,26901.0,49267.0,64543.0,35366.0,34556.0,28533.0,55334.0,52763.0,12874.0,62308.5,64543.0,64543.0,64543.0,64543.0,64543.0,45762.0,-814.0,16882.0,64543.0,37569.0,17114.0,22624.0,22419.0,42455.0,19757.0,15094.0,34967.0,3690.0,3830.0,4343.0,5294.0,1155.0,3942.0,2494.0,1990.0,3551.0,1524.0,3136.0,2081.0,2458.0,2186.0,1852.0,2512.0,
1326.9,57027.5,64543.0,3627.0,30506.0,32335.0,26445.0,48942.0,64543.0,35109.0,33915.0,29215.0,54785.0,52202.0,12772.0,62008.5,64543.0,64543.0,64543.0,64543.0,64543.0,45317.0,-814.0,16599.0,64543.0,36871.0,16780.0,22323.0,22369.0,42041.0,19554.0,15005.0,34675.0,3668.0,3862.0,4315.0,5327.0,1151.0,3960.0,2539.0,2030.0,3532.0,1519.0,3163.0,2063.0,2488.0,2185.0,1965.0,2519.0,
1328.49,57563.5,64543.0,3560.0,30054.0,32105.0,26188.0,48151.0,64543.0,34654.0,33591.0,29865.0,54062.0,51782.0,12748.0,61666.5,64543.0,64543.0,64543.0,64543.0,64543.0,44901.0,-814.0,16319.0,64543.0,36260.0,16574.0,22120.0,22039.0,41718.0,19409.0,14855.0,34246.0,3666.0,3804.0,4336.0,5233.0,1092.0,3969.0,2621.0,1987.0,3557.0,1528.0,3176.0,2116.0,2562.0,2207.0,1932.0,2569.0,
1330.09,57745.5,64543.0,3570.0,30047.0,31640.0,26071.0,47728.0,64543.0,34582.0,33429.0,30672.0,53734.0,51491.0,12675.0,61495.5,64543.0,64543.0,64543.0,64543.0,64543.0,44695.0,-814.0,16307.0,64543.0,36064.0,16483.0,21859.0,21950.0,41744.0,19255.0,14811.0,34311.0,3689.0,3854.0,4348.0,5252.0,1121.0,3912.0,2546.0,1994.0,3603.0,1492.0,3220.0,2148.0,2564.0,2253.0,1945.0,2646.0,
