wave number,-1_1,-1_2,-1_3,-2_1,-2_2,-2_3,-3_1,-3_2,-4_1,-4_2,-5_1,-5_2,-6_1,-6_2,-6_3,-6_4,-6_5,-6_6,-7_1,-7_2,-7_3,-7_4,-7_5
1497.099976,8525.1221,14696.1104,12309.8105,13570.3525,11337.2178,12173.4951,9180.665,7796.0605,2827.4121,3732.6128,3652.9675,4091.0171,6950.5938,1406.0479,1716.9713,1965.0974,3342.0439,2539.4634,1822.6545,2060.0591,2253.0461,2349.5396,2874.8931
1495.467163,8621.2783,14971.623,12475.5869,13487.7832,11463.3906,12184.6377,9288.9297,7875.5298,2911.0212,3814.4944,3731.8037,3979.876,6964.3999,1384.3047,1728.8496,1908.0128,3304.5681,2453.1594,1862.0736,1986.1097,2208.1497,2396.501,2808.4233
1493.834351,8529.0801,15259.2617,12766.8291,13671.6367,11482.3379,12267.7295,9014.4004,7896.7866,2892.0181,3757.021,3717.2156,4052.4998,6947.5801,1420.7479,1677.9523,1864.7317,3190.5588,2489.3708,1866.2627,1948.9354,2310.2463,2368.4236,2878.2393
1492.201538,8694.0703,15259.0117,13087.0244,13904.3896,11948.2236,12341.5996,8857.8496,7944.0537,2923.5342,3918.4541,3786.8186,4120.4995,6913.9287,1411.2557,1714.3237,1946.9819,3205.1731,2488.8306,1865.8577,2000.5546,2334.2354,2291.3772,2903.6357
1490.566772,8888.0625,15312.3203,13042.8652,14039.0986,11820.1436,12646.5137,8836.0322,7928.5562,2953.5056,4021.6648,3758.4507,4205.3022,7204.7173,1343.6156,1738.4365,1896.0588,3222.8408,2482.1689,1845.5585,2010.8324,2338.3196,2342.9104,2866.2778
1488.93396,8861.6523,15703.7295,13128.7705,13938.1309,12117.4531,12656.0059,8736.1943,7916.124,2972.7539,3974.8918,3691.8452,4114.1201,7610.1274,1383.1031,1759.4786,1880.3472,3145.6418,2423.4905,1787.0183,2010.3956,2247.5427,2310.272,2818.2258
1487.299194,8740.4141,15729.3799,12972.9521,13980.9912,12136.2344,12946.9482,8891.8486,7960.293,2933.8667,3940.3755,3707.8689,4240.187,7706.3711,1431.7513,1734.6218,1827.9304,3206.144,2383.1931,1795.8079,1961.0099,2263.8804,2286.8252,2886.4475
1485.664429,8681.9287,15550.0879,12765.2031,14415.3359,11956.1953,12879.9023,8672.7529,7849.9805,3031.105,3986.9277,3723.8853,4240.7939,7554.8228,1423.7935,1751.0671,1900.9402,3206.9763,2462.1992,1812.2399,1874.9418,2205.2742,2358.2058,2876.644
1484.029663,8573.0107,15468.7275,12679.8613,14528.4023,12283.8545,13042.2305,8741.1992,7897.2002,2995.2788,4160.3643,3788.8213,4316.3208,7568.4688,1454.0635,1743.0414,1912.7585,3137.4744,2528.939,1866.889,1921.9324,2166.5698,2243.019,2837.7937
1482.392944,8505.4131,15119.8857,12810.0938,14925.7471,12394.3008,13432.2549,9107.7021,8109.4927,3058.8303,4206.8472,3830.7991,4394.8711,7572.936,1398.7155,1785.4642,2011.7045,3179.5938,2485.5862,1877.1832,2037.6915,2089.6658,2344.9504,2898.322
1480.758179,8447.0137,15180.7822,12738.5303,15408.502,13061.0049,13831.2773,9544.3457,8318.6348,3195.7129,4462.6885,3903.324,4586.4824,7621.7217,1422.864,1849.2648,1896.6426,3203.3545,2457.5354,1893.5859,1983.7567,2130.4753,2433.0823,2919.0874
1479.12146,8452.8135,15038.4287,12932.8652,16216.5049,13363.7568,14541.833,9979.2705,8527.6846,3308.0876,4654.2422,3974.2891,4929.2798,7687.2925,1417.9701,1868.7257,1963.4607,3355.4551,2519.6472,1934.4291,1945.1249,2169.7388,2360.7368,2944.427
1477.484741,8383.7539,15122.2266,13033.9268,17141.7832,14057.4531,15360.54,10542.3262,8991.7598,3447.9104,4963.3413,4003.9758,5102.3574,7769.6377,1380.9973,2001.2241,2011.9176,3260.0093,2526.7363,1953.8668,1918.7308,2135.6575,2390.7754,3069.0527
1475.848022,8496.4746,15277.7705,13235.7451,18190.3672,15004.3799,16464.4961,10931.0205,9313.5898,3670.1472,5159.2832,3972.5564,5243.2856,7870.2739,1447.8983,2077.1536,2023.6975,3231.8066,2513.9668,1945.8042,2025.2247,2066.4624,2452.874,3017.9819
1474.211304,8661.0625,15518.7549,13272.5586,18784.9766,15205.7227,17132.7793,10946.96,9328.3555,3741.1147,5249.7764,4073.9976,5118.4556,8308.3291,1455.2173,1995.7703,1997.2972,3380.7461,2498.1484,1930.1099,2061.4307,2114.875,2513.4185,3057.0251
1472.574585,8587.4189,15315.376,13472.707,18979.3418,15269.5762,17246.5918,10625.5,8898.8564,3638.0125,5157.0317,4135.7012,5109.7056,8706.498,1367.8805,1981.5947,2007.5479,3270.0894,2523.5564,1896.1022,1975.4882,2190.7461,2462.4902,3034.9849
1470.935913,8652.7021,15423.4531,13562.8701,18352.459,14954.873,16873.457,10285.8633,8799.2285,3574.6389,4946.7998,4066.1138,4959.0103,9106.0186,1405.7397,2008.6357,1930.7935,3364.0071,2497.0579,1796.4774,2097.1624,2123.1096,2402.426,3016.0063
1469.297241,8579.0908,15465.8633,13132.6309,17803.6738,14267.9648,16253.2715,10057.7705,8531.7852,3634.8975,4797.6982,4040.8096,4928.9331,9490.1035,1464.946,1921.2157,2000.567,3366.324,2520.928,1829.6566,2024.9828,2089.0742,2394.2712,2935.9961
1467.658569,8600.1006,15120.7363,12934.4775,17114.7637,13709.5088,15599.791,9803.8398,8398.7139,3486.1147,4787.4961,4078.0676,4909.5479,9616.1846,1502.7672,1934.5267,1961.9884,3393.05,2535.6335,1879.6033,2055.0532,2109.9768,2474.6074,3010.1113
1466.019897,8518.9033,15093.0254,12974.3584,16961.541,13425.8525,15427.0703,9725.4297,8459.416,3509.7576,4755.9429,4058.8723,4858.1392,9839.8291,1481.0841,1955.4581,1943.2556,3523.4854,2480.1677,1834.958,2042.4012,2074.4331,2429.8323,2974.3708
1464.381226,8579.5635,15005.8496,12988.2949,16721.457,13480.8643,15242.2217,9686.7031,8411.8154,3516.6147,4826.5767,4033.5845,4846.4014,9628.7529,1471.6102,1968.7552,2011.4548,3409.8657,2472.0002,1805.5819,2043.4795,2028.2296,2389.6511,2981.345
1462.740601,8688.9854,15283.1006,12986.9766,16838.2441,13612.084,15659.6895,9901.083,8714.9043,3544.8135,4909.376,4125.7056,4950.5415,9028.9824,1483.4854,1982.0463,2059.8035,3558.5354,2546.167,1899.7151,2049.1309,2104.0183,2369.3076,3066.073
1461.099976,8528.5547,15170.0039,13119.7979,17419.8965,13886.5293,15863.5684,10051.3467,8680.9863,3554.7075,4893.0581,4066.8782,4925.0684,8199.3018,1486.2092,1975.515,2028.8661,3454.1025,2600.4851,1870.3372,2027.3418,2109.6548,2371.8374,2984.6128
1459.459351,8615.0771,15436.4258,13435.4365,17891.5625,14208.0957,16637.3242,10381.374,8782.7148,3567.6448,5157.1592,4129.9946,5044.3843,7517.8091,1441.6881,1981.1782,2008.6099,3465.5378,2490.1885,1876.0233,2078.7131,2074.1411,2430.7532,2988.531
1457.818726,8710.7031,15474.1816,13609.2354,18527.5742,14751.9717,17421.4062,10680.7812,9122.0879,3671.9946,5297.7285,4168.7046,5273.3501,7086.4927,1508.4127,1988.3623,2047.7845,3562.292,2514.0212,1880.1832,2073.6865,2105.6833,2424.126,2977.2107
1456.178101,8823.042,15780.0225,13935.2881,19690.373,15653.5869,18334.6211,11267.9629,9638.0156,3773.2517,5678.9189,4286.6089,5336.1733,6666.0273,1476.0924,2126.5481,2079.3252,3549.3245,2487.5737,1834.0715,2062.5688,2118.9314,2476.9106,3093.8533
1454.537476,8898.7783,16033.9453,14130.2188,21087.1973,16457.334,19611.4277,11947.7871,10018.1699,3979.5496,5909.167,4393.8003,5554.312,6417.8423,1454.447,2063.6394,2084.9612,3566.8218,2560.1313,1911.3413,2037.7488,2139.7886,2450.4766,3074.8989
1452.894897,9076.498,16363.8867,14699.6338,23220.3652,18451.4355,21052.1172,12886.1611,10781.8633,4162.917,6364.6641,4586.2124,5993.1382,6361.6191,1458.6958,2172.8171,2131.7058,3666.5339,2547.3884,2017.5072,2149.9775,2134.751,2615.9075,3205.1719
1451.252319,9322.6436,16785.0195,15291.6309,25054.2227,20164.5547,23233.5371,14110.3164,11496.5059,4527.3579,6835.1841,4608.0405,6383.0571,6425.6821,1525.3573,2294.1252,2218.0095,3638.3274,2638.168,2030.7651,2137.3271,2190.6079,2612.2886,3253.1824
1449.609741,9495.623,17370.3398,15954.8994,27980.0508,21946.9297,25920.8145,15764.6523,12500.0088,4928.166,7746.8701,4920.5562,6973.7051,6425.793,1518.9344,2430.5996,2196.2148,3622.3086,2663.4622,2110.9841,2200.7808,2217.5225,2686.292,3413.7976
1447.967163,9825.2559,18078.6523,17186.9707,31577.1582,24449.7773,29270.3457,18033.0039,14029.5586,5514.438,8553.1611,5197.936,7705.6055,6470.0308,1526.209,2644.6174,2153.1265,3688.4653,2643.0957,2191.1675,2238.3384,2235.2952,2748.0891,3554.5605
1446.324585,10166.9121,18766.877,18307.4414,35601.6875,26954.5645,33018.5039,20805.4316,15620.8076,6182.6025,9806.3623,5534.5244,8557.3672,6611.6118,1515.2244,2799.2097,2184.6006,3696.7825,2727.7083,2437.1382,2227.1973,2286.5283,2899.6162,3734.8152
1444.680054,10616.4072,19818.3066,19503.4648,40275.4219,29783.7363,37122.4414,24153.0859,17764.9902,7002.5698,11153.3115,5916.5933,9509.1367,6902.1855,1478.3879,3195.5688,2325.571,3896.7385,2771.2168,2582.616,2325.571,2355.9905,2984.1533,4038.1892
1443.035522,10972.9434,20683.7539,21161.2344,45626.8242,32961.4062,41464.8281,28242.8594,20168.2578,8001.6113,12992.3535,6436.8721,10559.3291,7320.3643,1503.9136,3681.4709,2518.1809,3953.6658,2942.4397,2801.02,2404.1328,2455.8347,3196.3867,4210.6538
1441.390991,11432.7012,21869.6035,22949.0195,50908.9688,35483.9453,45974.0547,32505.6641,23126.8965,9206.9736,14628.3848,7025.3345,11703.3164,7742.9189,1492.9406,4179.3213,2593.6421,4004.4861,3063.4167,3004.1248,2484.1802,2534.3501,3443.4932,4597.4058
1439.74646,12103.5322,22781.332,24660.0156,56182.7031,38160.4023,50469.1328,36749.8672,25932.2324,10275.0068,16500.8105,7721.4546,12954.7168,8402.4023,1564.0505,4949.0269,2580.9114,4049.2039,3088.582,3242.0991,2545.9521,2662.99,3549.1333,4869.9883
1438.101929,12614.5049,23773.1973,26669.625,61911.5195,40434.4922,54202.4023,40855.4336,29063.0527,11479.3359,18761.4355,8493.25,14131.1016,9212.0381,1487.7244,5587.7041,2707.9927,4282.3364,3236.8262,3493.6448,2633.5305,2815.887,3698.7959,5095.3418
1436.455444,13085.748,24697.7734,27850.3242,65475.8359,42382.4492,57438.7305,43933.6562,30759.7871,12996.1094,20528.8086,9012.499,14738.748,9799.498,1491.9546,6299.0259,2757.533,4427.2461,3348.5415,3669.1143,2842.614,2917.0598,3922.8376,5364.6553
1434.810913,13486.9092,25406.2441,28942.4004,68002.6406,43275.375,59043.7734,45610.0273,32701.8438,13704.1221,21924.7715,9329.4961,15060.5596,10316.8252,1532.6378,6724.4678,2688.5718,4620.6982,3350.8416,3580.2056,2895.1514,2955.9102,4045.0095,5560.939
1433.164429,13886.374,26188.8145,29806.1973,69242.0391,43528.5586,59770.332,45736.6484,33308.1641,14190.1006,22437.793,9321.3652,14870.4473,10612.2021,1544.4491,6973.5596,2694.0537,4859.6235,3340.9912,3549.0437,2917.2927,2996.2615,3968.1863,5726.7627
1431.517944,14387.3867,26605.125,29916.5332,67084.4531,42682.375,57646.7148,44106.5391,32200.0508,14132.3125,21997.0938,9258.5781,14115.6113,10187.7754,1504.6327,6773.125,2587.1787,5007.3447,3212.7173,3338.7361,2907.5396,2948.5337,3818.5181,5857.5913
1429.87146,14491.9873,26248.6074,29490.9746,63004.5508,40060.5469,53908.918,40623.7109,30142.1816,13704.165,20594.1973,8779.8945,13040.8154,9289.9307,1555.9115,6260.0771,2509.1919,4684.4321,3175.5774,2993.4219,2701.9731,2718.6707,3656.7715,5567.8862
1428.223022,14408.3555,25329.2031,27787.7598,57411.8477,36555.0938,49424.5742,35646.0352,26822.5488,12813.3291,18096.1895,7972.0972,11323.0186,8362.127,1551.0153,5452.8354,2350.8049,4528.6006,3035.2549,2734.7646,2607.2839,2610.3193,3387.3445,5252.5088
1426.576538,14261.0312,24766.7637,25942.666,51079.6484,32665.7891,44271.5586,30688.7559,23502.8594,11496.5244,15883.0176,7328.5225,9825.9854,7459.0098,1508.1887,4601.9478,2274.4214,4242.3496,2861.6135,2533.8784,2480.7732,2429.1851,3177.2104,4603.4653
1424.928101,13781.5576,23364.1777,24295.5879,44223.8555,29374.3613,38333.5117,25666.918,20060.2441,10227.3262,12900.2051,6453.1367,8566.2578,6556.2896,1507.8556,3904.6482,2213.2407,3913.75,2700.1841,2339.1482,2316.3938,2342.1821,3002.0586,4186.8022
1423.279663,13164.2812,22022.8711,22204.8652,38187.0312,25313.9414,33350.5234,21704.3809,17125.6973,8782.7588,10833.2324,5881.4609,7510.313,6115.021,1478.7067,3342.6353,2168.7698,3752.1233,2704.1375,2188.4858,2108.105,2252.1841,2805.751,3738.4736
1421.631226,12516.9492,21106.7148,20427.4199,32475.8359,22372.8145,29194.5898,18156.0215,14603.3604,7443.4531,9454.0498,5281.2275,6673.1792,5864.998,1505.673,2846.0708,2086.4109,3669.4146,2641.3721,2025.7595,2019.6943,2103.0901,2641.3721,3352.5107
1419.980835,11816.8447,19971.1484,18888.7598,28466.543,20207.6387,25897.0059,15670.3936,12711.2559,6371.5454,7829.8911,5013.2529,6224.498,5769.7129,1485.6328,2580.1499,2101.1091,3562.4868,2710.522,1902.5195,1988.9288,2029.8595,2524.0598,3157.7275
1418.332397,11050.3604,19186.1895,18026.7441,25518.4355,18545.084,23648.166,13836.0635,11720.2627,5524.4224,7106.7261,4719.6299,5777.5303,5577.4692,1465.6012,2358.2993,2087.0039,3473.7932,2576.5481,1894.5208,1891.4895,2077.9104,2432.5647,3119.1389
1416.682007,10482.7158,18387.9375,17190.8652,23444.4316,17089.3418,21606.3965,12770.791,10694.8555,4888.2974,6503.5874,4515.5381,5733.8242,5509.563,1491.0367,2268.376,2030.4769,3445.7498,2542.6421,1828.9445,1904.7086,1981.9879,2388.0833,2868.4275
1415.031616,10189.5264,17823.3398,16565.9336,22022.7695,16537.1504,20719.916,12108.9629,10357.6855,4435.7617,6024.9399,4272.1475,5547.7319,5381.0879,1413.4446,2108.8047,2025.4828,3548.0034,2563.2886,1763.3971,1817.9352,1951.2504,2328.4719,2882.9421
1413.381226,9698.0518,17552.8223,16238.1406,21131.8477,15797.3887,19926.2168,11765.4951,9991.8857,4225.7637,5770.6665,4340.874,5522.27,5491.978,1485.833,2061.385,2082.5896,3495.7212,2493.0491,1758.4629,1849.3395,1905.3801,2296.1497,2824.7488
1411.730835,9526.3057,17143.1094,15742.4053,20391.2305,15796.9189,19590.1777,11962.7744,9989.6738,4014.3435,5730.0176,4194.5425,5614.9326,5475.6191,1444.6185,2057.8999,2027.6145,3640.3176,2566.6965,1756.5592,1821.6731,1953.415,2245.6702,2825.6375
1410.078491,9542.3623,17053.0176,15657.165,20147.5098,15536.0498,19281.5371,12034.3076,9932.959,3940.7852,5654.5649,4282.9355,5618.2305,5480.4619,1435.2148,2065.0139,2069.5557,3509.3123,2558.5581,1728.9192,1795.5326,1896.9666,2205.8103,2762.9402
1408.428101,9349.5342,17015.9395,15228.373,20388.25,15585.583,19100.1719,12304.0898,10044.2783,3955.0481,5750.1826,4297.1226,5574.6045,5624.5537,1474.2506,2084.2332,2000.9849,3581.1877,2580.6953,1728.5361,1751.2402,1837.5156,2267.3792,2783.5183
1406.775757,9414.0449,16957.6895,15364.2178,20656.1191,15793.9863,19002.1172,12472.3613,10338.6523,4088.8523,5971.3589,4306.7632,5723.1826,5629.3599,1475.4371,2047.4526,1980.8689,3513.8101,2560.4509,1808.3562,1790.197,1968.7627,2195.7529,2817.7065
1405.123413,9478.5273,17026.5508,15413.7646,21438.2637,16380.5283,19368.5723,13050.5625,10640.46,4275.5493,6295.3154,4411.7134,5963.9829,5600.8789,1459.9806,2125.6711,2024.3047,3452.5137,2517.521,1773.1578,1830.6493,1947.1451,2286.0422,2886.6768
1403.469116,9555.0801,17095.3789,15673.5381,22428.7988,17379.748,20165.9531,13909.8486,11244.6514,4536.2808,6737.1104,4483.3398,6225.8521,5772.0728,1470.245,2217.4683,2002.6794,3513.7644,2644.0208,1828.7306,1828.7306,1928.5621,2249.2329,2961.6663
1401.816772,9773.75,17537.7031,16122.2266,23875.5938,18942.5957,21732.7188,15308.6299,12125.3174,5035.833,7422.1826,4706.1597,6658.4902,5631.6641,1438.1613,2319.8101,2046.0907,3516.0095,2619.238,1897.889,1893.3522,2020.3822,2360.6411,3027.5488
1400.162476,9998.3701,17801.4238,16797.5039,26755.0527,20928.0879,24012.418,17647.207,13474.2891,5790.6787,8230.9277,5012.0366,7417.5117,5793.7026,1434.8182,2606.5613,2106.1138,3474.4072,2576.3228,1959.4568,1963.9926,1980.6238,2497.7026,3173.5337
1398.510132,10289.3994,18585.0098,18219.2051,30431.3477,23858.9512,27805.7148,21083.6699,15229.2783,6832.3906,9733.1338,5364.6362,8283.5186,5928.4595,1476.8243,3011.0891,2129.8315,3570.3777,2642.261,2184.2488,2075.4143,2040.6477,2613.5408,3491.7749
1396.855835,10835.7002,19464.9668,20114.8066,35697.3594,26610.1816,32875.8477,25302.9473,17736.0918,7943.1577,11718.2734,5871.2266,9525.4414,6342.7383,1482.5414,3534.8259,2227.5903,3696.5303,2702.1243,2343.9568,2164.1174,2102.156,2821.5134,3695.019
1395.201538,11623.5039,20886.9512,22313.2598,42314.8125,30290.916,38835.1641,29757.5605,20796.2969,9133.5088,14045.5078,6717.5483,10828.7607,7031.8198,1470.1248,4235.1074,2295.0869,3787.8752,2810.3103,2675.8386,2276.9558,2243.7156,3005.219,4115.7446
1393.545288,12601.29,22565.1016,24785.6602,49421.7734,33779.6758,44666.4531,33581.7891,23504.6855,10270.46,16261.4355,7398.8398,11962.3135,7752.3164,1509.0732,4912.4185,2403.3389,3885.2217,2906.3633,2785.5166,2353.4897,2487.9316,3290.0515,4438.0952
1391.890991,13255.4473,23488.8887,26432.3633,53811.6523,35792.8789,48124.0547,35326.2148,25411.4355,10727.292,17820.9277,7709.8164,12233.0098,7955.9873,1525.3506,5387.0552,2410.356,4129.0186,3017.4758,2890.615,2401.2944,2482.8479,3284.7896,4651.564
1390.234741,13762.8516,24389.6152,27456.2461,56310.6719,37056.2695,48605.5898,34806.5,26097.3262,10810.9727,17770.1582,7869.6631,11944.917,7993.4761,1466.1249,5333.0103,2319.2253,4257.9526,2932.2498,2772.1992,2378.1121,2438.5085,3256.8809,4742.6348
1388.578491,13975.6602,24209.0801,27178.418,54506.2812,35645.6328,46659.5039,32507.2227,24829.5156,10301.3506,17071.8027,7368.2432,10985.1885,7454.2891,1474.8563,4984.6221,2253.7979,4244.9292,2871.2146,2569.2993,2345.8821,2299.0852,3093.1226,4599.6797
1386.922241,14035.9395,23640.748,26008.7461,50515.8008,33106.707,42939.4102,29040.8125,22861.9805,9529.3467,15110.5186,6838.3701,9675.7432,6788.5649,1456.4174,4482.4453,2233.6765,4091.5518,2792.0955,2374.0359,2250.2781,2209.5286,2835.8635,4302.8457
1385.265991,13442.835,23096.8086,24546.8672,45348.6328,29873.3008,38732.082,25817.3652,20584.4824,8519.2773,13224.0439,6349.4722,8667.1504,6165.3857,1459.1112,3834.1277,2183.3855,3874.8682,2691.8865,2193.948,2107.9402,2129.0649,2722.0647,3971.438
1383.607788,13079.2949,22074.8926,23182.1836,39882.043,27185.9258,34805.707,22645.1328,18505.6191,7781.1997,11442.4971,5818.5513,7622.8003,5955.8311,1416.5465,3323.3779,2047.1284,3629.6174,2627.9275,2090.877,2004.8884,1994.3285,2576.6362,3593.4119
1381.949585,12605.8145,21584.3281,21892.0078,35883.8867,24750.1094,31446.666,20358.1348,16445.7773,6910.7251,9952.832,5265.2427,7123.3862,5663.4165,1389.0829,2942.5632,2031.5903,3556.4143,2548.9143,1956.1787,1903.3905,1930.5387,2443.3381,3277.3911
1380.293335,12207.9385,20729.0664,21029.1387,32884.2305,22802.4258,28529.4199,18415.9531,14904.0586,6411.5801,8991.5928,4956.459,6444.7539,5521.9209,1424.9631,2662.947,1975.3457,3489.2749,2430.7307,1789.8744,1874.3166,1884.8719,2405.0964,3119.8398
1378.633179,12039.3877,20498.3164,20317.4082,30250.7324,21544.5645,26694.3945,16628.4043,13899.7188,5834.2637,8312.6953,4836.2578,6057.3828,5406.1162,1469.8726,2517.6279,2018.625,3485.4824,2544.7642,1855.8084,1813.5967,1854.3008,2308.0769,2977.4343
1376.974976,11589.0586,20002.3926,20169.6953,28617.6953,20703.2539,25372.6387,15358.6309,12941.04,5350.6514,7774.2705,4664.8638,5882.7021,5279.812,1439.4006,2382.9241,2025.7114,3389.7507,2450.749,1770.9902,1778.5264,1846.3516,2259.3315,2880.3083
1375.316772,11705.5205,20056.7051,19699.5723,27247.584,20031.0879,24584.9082,14527.9258,12321.8389,5144.522,7371.7056,4401.6255,5769.8813,5265.0732,1433.0522,2290.4727,1952.9293,3307.6233,2450.2029,1784.1576,1770.5956,1764.5681,2203.073,2796.7876
1373.656616,11662.2344,19814.1973,19362.2324,26461.1152,19440.5723,23654.4043,13765.3838,11764.6807,4914.3789,7040.127,4439.8145,5536.5859,5337.7207,1396.5756,2210.1147,1994.6775,3315.9253,2377.3423,1744.5895,1743.083,1782.2534,2202.582,2814.2429
1371.99646,11492.4443,19505.5234,18970.8164,25759.3418,18851.8262,23008.9883,13280.3252,11317.7227,4850.0225,6871.3672,4381.5884,5476.6089,5494.6836,1418.8574,2149.3733,2006.2825,3208.2446,2449.1106,1727.6322,1671.9021,1781.856,2194.5598,2727.761
1370.336304,11422.1162,19365.6445,18567.5273,25280.75,18629.2676,22499.3867,12952.0928,11050.1631,4677.27,6788.5171,4284.2349,5359.4346,5583.811,1438.1174,2166.9644,2032.9409,3312.9409,2436.5173,1743.8115,1710.6821,1852.2351,2186.541,2761.7878
1368.676147,11241.9141,19024.082,18263.7812,24343.1777,18126.7773,21705.4609,12446.3506,10928.7607,4560.2998,6613.8647,4215.5298,5301.0283,5754.1978,1428.7634,2172.5032,2000.871,3315.2129,2441.9961,1732.8838,1695.2451,1782.5668,2167.9866,2734.072
1367.015991,11049.749,18822.6562,17630.5293,23692.0117,17589.8887,21083.4805,12169.626,10757.7383,4532.1885,6458.8574,4247.7036,5218.5645,5801.0806,1392.3196,2149.4404,1971.8256,3260.2856,2471.5554,1673.7939,1652.7209,1806.2524,2096.7581,2710.8838
1365.353882,10747.8135,18443.7402,17354.2109,23011.0352,17203.7246,20451.2441,11733.5059,10532.6162,4385.2041,6198.5776,4087.239,5152.6899,6016.4878,1438.6599,2145.9509,1977.405,3241.4995,2401.7795,1647.8375,1685.4594,1751.6738,2129.3972,2583.8694
1363.691772,10494.1562,17863.3848,16879.418,21922.6309,16632.6738,19629.7129,11557.8643,10324.1436,4110.3989,6051.2539,3973.4861,5038.6992,5927.8818,1430.8162,2073.2542,1898.7275,3212.1897,2440.3613,1697.1194,1609.8562,1757.3009,2104.8494,2581.7881
1362.031616,10276.7119,17907.5312,16412.3535,21425.8613,16350.6816,18712.2793,11168.7041,9909.6865,3962.0696,5813.7427,3933.4897,4836.0112,5776.1377,1421.4714,2096.8584,1972.0095,3225.0103,2397.699,1668.1606,1629.0514,1752.396,2149.5054,2630.8503
1360.367554,10006.7285,17586.2168,16031.2178,20663.127,15626.6777,18282.5059,10730.0879,9602.1885,3860.4255,5519.1904,3866.4412,4747.707,5838.0103,1482.8125,2030.22,1920.4376,3206.2437,2337.0088,1643.7262,1615.1527,1783.5858,2060.2974,2463.3335
1358.705444,9935.3311,17275.5684,15671.3008,19624.082,15320.9775,17520.6426,10482.6162,9240.6992,3760.3303,5269.875,3889.6338,4746.6465,5644.2544,1401.2906,1930.5334,1984.6605,3277.6968,2336.4866,1617.7991,1607.2743,1807.2439,2068.8582,2423.6914
1357.043335,9746.7148,16981.5918,15467.874,18995.8711,14672.6836,16739.5762,10146.5645,8962.0469,3597.145,5183.0156,3773.0188,4647.8779,5473.1323,1384.4424,1951.1467,1892.5222,3210.824,2341.9775,1557.3098,1621.9471,1758.7379,2020.2937,2456.2202
1355.379272,9709.9707,16677.2246,15329.1602,18100.4316,14316.2334,16136.1953,9875.2852,8694.0381,3471.6038,5097.6973,3685.0098,4534.125,5474.9146,1391.6472,1967.2422,1925.1621,3183.0549,2323.4197,1636.6133,1565.9789,1786.8992,1974.7565,2382.0312
1353.71521,9602.624,16401.5391,14885.4941,17651.6387,13743.5771,15584.167,9590.6035,8489.2539,3374.6665,4833.6162,3753.3022,4424.9297,5520.269,1437.9144,1897.6864,1927.7368,3122.2424,2376.9912,1580.6541,1567.1313,1795.5149,1974.3151,2324.4028
1352.051147,9430.7295,16333.2783,14674.8643,16878.5723,13432.5557,15226.167,9372.1445,8256.0195,3315.3267,4748.4131,3738.9434,4524.5869,5577.6201,1448.1083,1916.7905,1922.7993,3190.645,2277.3154,1601.3313,1551.7592,1837.1747,1948.3364,2290.8352
1350.387085,9331,16286.0723,14434.29,16322.1172,13291.3818,14575.4639,9129.752,8228.6416,3159.8945,4601.6714,3602.9407,4355.3682,5755.0933,1416.2455,1836.7638,1944.8971,3207.9539,2303.8394,1576.9436,1615.9917,1866.8008,2006.473,2387.9431
1348.721069,9141.2236,15836.4795,14277.9072,15938.583,13037.6553,14432.5635,8959.541,7894.9663,3141.1697,4606.6484,3681.7151,4430.9712,5591.6421,1432.4454,1798.8151,1948.9666,3118.647,2267.2878,1591.606,1542.056,1839.356,1975.9939,2334.856
1347.055054,9038.5996,15648.292,13981.9834,15327.0391,12606.9023,13980.4814,8798.4111,7789.6187,3104.4385,4464.5068,3566.8018,4342.9116,5434.2686,1369.0754,1861.4622,1873.4717,3147.9727,2272.7854,1559.7252,1532.704,1871.9705,1989.0624,2286.2959
1345.390991,9023.0693,15713.8291,13833.2725,15167.5225,12472.0078,13573.627,8881.9902,7672.311,3042.2092,4332.9346,3638.0442,4310.4219,5266.459,1448.3137,1819.0221,1964.6039,3136.7625,2260.27,1493.3391,1566.8804,1855.0422,1952.5972,2290.2869
1343.724976,8886.0049,15399.707,13773.1572,14725.9795,12281.6533,13265.9854,8755.4609,7595.5684,3001.0146,4313.9585,3626.7263,4397.9873,5127.2339,1404.4749,1776.6007,1899.6423,3095.5466,2367.8005,1499.0068,1533.5186,1817.1144,1979.1692,2250.761
1342.057007,8639.4873,15180.2354,13683.0645,14635.6729,12340.4111,13257.0156,8673.9912,7557.8638,2935.8357,4246.9854,3498.3999,4356.498,5153.0889,1360.6555,1725.1973,1912.7186,3144.3594,2289.2617,1515.1732,1522.6741,1849.7114,1929.2206,2287.7615
1340.390991,8628.5547,15344.8184,13585.5107,14422.4189,12006.1836,12940.582,8733.543,7431.6855,2929.179,4217.5376,3515.6147,4322.5264,5058.9453,1429.3434,1757.8074,1877.7942,3185.6509,2252.7532,1478.8379,1556.8293,1828.2996,1885.2933,2341.2434
1338.723022,8622.123,15146.4473,13510.4922,14425.1875,12009.4932,12771.2393,8551.6465,7478.0054,2870.0425,4179.106,3556.8135,4293.0679,5155.2803,1393.0353,1727.4237,1931.3557,3154.9475,2258.2466,1589.4697,1523.4917,1806.8972,1845.8842,2205.7642
1337.055054,8479.2705,14988.6406,13212.1309,14221.0684,11825.4043,12639.4502,8585.7119,7381.8828,2917.3728,4043.2449,3554.5176,4244.1328,5256.0684,1398.7198,1691.0569,1858.9633,3157.239,2272.7324,1514.1555,1532.1455,1778.0083,1902.439,2238.2517
